title,authors,source,date,database,quote,download

大数据时代的地学知识图谱研究,"['周成虎', '王华', '王成善', '侯增谦', '郑志明', '', '沈树忠', '成秋明', '冯志强', '王新兵', '闾海荣', '樊隽轩', '胡修棉', '侯明才', '诸云强']",中国科学:地球科学,2021-05-19,期刊,1,992

黄河流域生态保护和高质量发展研究知识图谱分析,"['刘建华', '岳铭睿']",人民黄河,2021-05-18,期刊,,838

商业模式创新分析——基于CiteSpace的知识图谱分析,"['王晶晶', '孙慧']",全国流通经济,2021-05-18,期刊,,39

基于CiteSpace的国内控制权研究进展与热点趋势分析,['李睿'],科技和产业,2021-05-17,期刊,,202

知识图谱视角下装配式建筑风险研究文献综述,"['柴访', '陈艳', '谢运慧', '张涵鑫']",商丘师范学院学报,2021-05-17,期刊,,749

Analysis of the dynamics and influence of the research work of Prof. Liu Zeyuan in China featuring a new hybrid approach combining community detection with topic tracking,[''],['Scientometrics'],2021-05-17,外文期刊,,

Learning on knowledge graph dynamics provides an early warning of impactful research.,[],"['Nature', 'biotechnology']",2021-05-17,外文期刊,,

我国知识产权情报研究热点及演化趋势分析,"['马海群', '张涛']",中国发明与专利,2021-05-16,期刊,,261

基于CiteSpace的冰雪运动文献可视化分析,"['龚诗洋', '丁先琼']",体育视野,2021-05-16,期刊,,6

我国基层社会治理研究动态及展望——基于CiteSpace的知识图谱分析,"['刘玉萍', '张梓涵']",湖北经济学院学报,2021-05-15,期刊,,359

基于citespace的我国健康信息服务研热点分析,"['刘倩', '罗静']",长江信息通信,2021-05-15,期刊,,70

基于CiteSpace中国草牧业研究的文献计量分析,"['韩成吉', '王加亭', '王国刚']",草业科学,2021-05-15,期刊,,211

title,authors,source,date,database,quote,download

基于CiteSpace的我国食品安全犯罪研究知识图谱分析,['孟强'],贵州警察学院学报,2021-05-15,期刊,,112

近30年国外纵跳研究进展分析——基于知识图谱的可视化分析,"['杨中兵', '王江萍', '周文']",贵州师范大学学报(社会科学版),2021-05-15,期刊,1,137

面向数字人文的图像数据基础设施建设研究——以我国图博档领域为视角,"['颜佳', '杨敏', '彭梅']",图书馆,2021-05-15,期刊,1,272

国际数字人文研究的演化路径与热点主题分析,['李娜'],图书馆,2021-05-15,期刊,1,414

近十年我国智慧图书馆的研究热点和发展趋势——基于聚类分析和社会网络分析方法,['韩建芳'],河南图书馆学刊,2021-05-15,期刊,,338

通识教育视角下的大学英语教学文献研究综述——基于CNKI期刊来源的数据分析,['陈美容'],海外英语,2021-05-15,期刊,,86

基于知识图谱的我国体育非遗研究文献计量分析,"['刘明洋', '张云崖']",湖北体育科技,2021-05-15,期刊,,146

我国专业学位研究生教育研究20年：热点话题与前沿探讨,['师悦'],现代教育科学,2021-05-15,期刊,,299

煤矿信息化领域CiteSpace知识图谱构建研究,"['马梦', '盛武']",佳木斯大学学报(自然科学版),2021-05-15,期刊,,80

新时代我国劳动教育研究综述,"['林潇潇', '朱德珍']",科技智囊,2021-05-15,期刊,,494

基于CiteSpace中国口译能力研究的知识图谱分析,['姚美秀'],海外英语,2021-05-15,期刊,,37

西方健康叙事研究的“知识图景”演进——基于1992—2018年间SSCI相关文献的分析,"['徐开彬', '何玉影']",新闻大学,2021-05-15,期刊,,983

中国公共卫生事件研究的学术场域变迁考察——基于CiteSpace知识图谱的可视化分析（2000—2019）,"['罗坤瑾', '张媛媛', '黎准']",新闻大学,2021-05-15,期刊,,1080

2015年～2019年我国医疗大数据领域研究热点分析,"['苗豆', '祝雅如', '齐文娟', '吴雅琴']",医学信息,2021-05-15,期刊,1,406

基于CiteSpace的纳米阻燃技术研究的可视化分析,"['张丁然', '杨虓熙', '鲁玉鑫', '王会娅']",消防科学与技术,2021-05-15,期刊,,127

新世纪国内脱贫攻坚研究的现状、热点和趋势(2000-2020)——基于citespace知识图谱的可视化分析,['刘水波'],攀枝花学院学报,2021-05-15,期刊,,99

2010-2020年社会经济地位对心理健康影响的知识图谱演化,"['张鑫', '俞彤', '夏仲']",蚌埠医学院学报,2021-05-15,期刊,,56

基于CiteSpace的高强度间歇训练可视化分析,"['边宇', '王岸新']",当代体育科技,2021-05-15,期刊,,57

基于科学知识图谱的国内课堂生态研究可视化分析,"['李美兰', '冯立明', '黄长征']",韶关学院学报,2021-05-15,期刊,,41

中国安全文化学研究热点与演进:基于2010—2019年中国知网数据库的知识图谱分析,"['何昌原', '张鹏', '李驰原', '王乙程', '刘昶']",中国安全科学学报,2021-05-15,期刊,,202

title,authors,source,date,database,quote,download

基于知识图谱的国内TPACK中文文献研究热点剖析,"['刘翠翠', '江卫华', '孙小梅', '舒博尔']",西藏科技,2021-05-15,期刊,,76

环境期刊文献关键词可视化分析,['张玉斌'],环境保护与循环经济,2021-05-15,期刊,,19

食品包装设计领域文献计量可视化分析,"['程浩伦', '王愉']",现代食品,2021-05-15,期刊,,31

文化创意产业研究的知识图谱分析——以Citespace计量工具为例,"['方景荣', '袁海明']",苏州工艺美术职业技术学院学报,2021-05-15,期刊,,29

城乡治理的研究热点与进展分析,"['于文成', '吴凌玮', '刘新民']",青岛农业大学学报(社会科学版),2021-05-15,期刊,,45

我国幼小衔接研究二十年：现状与展望——基于CNKI文献的知识图谱分析,"['裴长安', '王一茗']",教育导刊(下半月),2021-05-15,期刊,,372

基于CiteSpace的中国生态补偿研究特征与趋势分析,"['赵煜', '侯威']",河北环境工程学院学报,2021-05-14,期刊,,271

基于科学计量的情报学学科演进研究,['万里'],山西财经大学,2021-05-14,硕士,,78

我国冰雪运动产业研究前沿热点及演进分析——基于2000年-2020年中国知网体育类期刊的计量研究,"['姚思佳', '曹敬博']",['第三届长江经济带体育产业发展论坛论文集'],2021-05-14,中国会议,,2

基于知识图谱对我国校园足球文化研究分析,"['刘帅', '张宏家']",第五届中国足球文化与校园足球发展大会论文摘要集,2021-05-14,中国会议,,20

国内公共政策工具研究的主题及其演化(1998—2019年)——基于知识图谱的视角,"['吴宾', '张丽霞']",中国海洋大学学报(社会科学版),2021-05-13,期刊,,622

基于CiteSpace可视化分析下2013～2020年冻融岩石力学热点研究探析,"['邓红卫', '田广林']",黄金科学技术,2021-05-12,期刊,,343

基于开源情报的海外中国共产党研究的文献计量学分析,['李媛'],国外社会科学前沿,2021-05-12,期刊,,158

领域知识图谱在非遗档案资源知识组织中的应用探索,"['赵雪芹', '路鑫雯', '李天娥', '陈瑞']",档案学通讯,2021-05-12,期刊,2,590

Visualization and Analysis of Mapping Knowledge Domains for Food Waste Studies,[],"['International', 'Journal', 'of', 'Environmental', 'Research', 'and', 'Public', 'Health']",2021-05-12,外文期刊,,

基于知识图谱的玉米病虫害研究可视化分析,[],东北农业科学,2021-05-11,期刊,,322

我国残疾人需求研究的知识图谱——基于Citespace的可视化分析,"['许巧仙', '古安琪']",人口与社会,2021-05-11,期刊,,502

基于Citespace的互市贸易研究热点与趋势分析,"['张一宁', '林小萌', '林春颖']",长春理工大学学报(社会科学版),2021-05-11,期刊,,136

青年马克思主义者培养工程研究热点述评和前瞻——基于Citespace可视化图谱分析（2007-2020）,['钟良'],新生代,2021-05-11,期刊,1,189

基于知识图谱的我国高校学生党建研究热点分析,"['徐登喜', '叶加德']",中国多媒体与网络教学学报(中旬刊),2021-05-11,期刊,,53

title,authors,source,date,database,quote,download

中华民族共同体意识研究溯源与热点议题——基于CNKI数据库的知识图谱分析(2014-2020),"['张媛', '李福森']",湖北民族大学学报(哲学社会科学版),2021-05-10,期刊,1,1225

中外国家审计研究：轨迹、热点与展望——基于知识图谱的比较分析,"['李宗彦', '宋夏云']",财会通讯,2021-05-10,期刊,,259

基于CiteSpace的“区块链+会计”应用研究分析,['李璞颖'],财会通讯,2021-05-10,期刊,,547

中国环境规制与技术创新研究的热点主题及前沿演进——基于CiteSpace的文献计量分析,"['朱晓静', '杨洋']",科技创新与生产力,2021-05-10,期刊,,87

航天质量知识图谱应用研究,"['白洋', '宋明艳', '张彤']",信息技术与标准化,2021-05-10,期刊,,173

基于CNKI的远程护理研究文献知识图谱,"['蒙艳', '白艳娟', '刘晓凡', '涂敬', '党亚玮']",卫生职业教育,2021-05-10,期刊,,55

我国跨文化教育研究进展与热点——基于CiteSpace的可视化分析,"['杜修平', '吉琳玄']",教育理论与实践,2021-05-10,期刊,,535

中国非传统安全研究的知识图谱分析——基于CiteSpace的可视化方法,"['陈玉梅', '付欢']",浙江大学学报(人文社会科学版),2021-05-10,期刊,,429

基于中国知网核心期刊武术散打研究演进的知识图谱分析,['何庆明'],成都体育学院,2021-05-10,硕士,,72

新世纪以来我国教学想象研究主题及发展图景——基于CiteSpace知识图谱的分析,['姜艳'],生活教育,2021-05-10,期刊,,34

基于知识图谱的新型冠状病毒肺炎研究可视化分析,"['严玲', '周作建', '胡云', '宋懿花', '战丽彬']",辽宁中医杂志,2021-05-09,期刊,,582

基于CiteSpace的2016—2021年国内外中药质量标志物研究文献的计量学分析,"['朱素梅', '覃仕娜', '覃淼', '黄金梅', '莫钧茹', '', '李泊村', '梁健钦', '奉建芳']",中草药,2021-05-09,期刊,2,1039

基于Citespace的中国适老智能家居研究现状与发展前景,[],包装工程,2021-05-08,期刊,,1237

基于可视化分析的科技期刊出版研究文献分析,"['曲凡', '刘爽']",出版与印刷,2021-05-08,期刊,,125

面向科技文献作者检索的人名消歧方法研究,['王双双'],上海师范大学,2021-05-08,硕士,,39

公共图书馆虚拟参考咨询服务应用深度学习的智能问答研究,['滕琦'],山西财经大学,2021-05-08,硕士,,58

五年规划的研究进展与热点可视化分析,"['陈升', '成佩姗', '刘泽']",科学与管理,2021-05-07,期刊,,253

合作治理研究进展及热点分析,['吴秀才'],合作经济与科技,2021-05-07,期刊,,114

基于知识图谱的现代学徒制研究前沿与热点分析,"['叶芳', '徐中明', '翟喜成']",成人教育,2021-05-07,期刊,,387

乡村振兴战略的研究进展——基于CiteSpace的可视化知识图谱分析,"['卢东宁', '邱硕']",东北农业科学,2021-05-06,期刊,,1019

title,authors,source,date,database,quote,download

乡村治理研究分析——基于知网CSSCI(2000—2019年)数据,['秦汉成'],经济研究导刊,2021-05-05,期刊,,170

颠覆性创新的研究现状与趋势——基于Citespace知识图谱分析,"['王海军', '金姝彤']",中国科技论坛,2021-05-05,期刊,1,953

2011-2020年国内电子信息科学领域研究热点与主题演化可视化分析,['李慧妍'],电脑知识与技术,2021-05-05,期刊,,92

基于文献计量学的我国农业信息化发展脉络分析,"['张小娟', '武开业']",科技视界,2021-05-05,期刊,,23

考古发掘资料图数据库的语义关联构建研究,"['高劲松', '韩牧哲']",图书情报工作,2021-05-05,期刊,,87

国内持续使用意愿研究的知识图谱分析——基于智慧旅游的视角,"['陈柔谕', '覃悦', '易韵', '马宜萱']",旅游纵览,2021-05-05,期刊,,26

文化强国背景下国家文化公园的研究趋势分析——基于Citespace Ⅴ知识图谱分析,"['蒋金桦', '张燕']",旅游纵览,2021-05-05,期刊,,81

Knowledge Mapping of Pandemic and Epidemic Studies in Economics: Future Agenda for COVID-19 Research,[],"['Social', 'Sciences', '&', 'Humanities', 'Open']",2021-05-03,外文期刊,,

移动商务研究现状的可视化分析,"['徐明雷', '苏保朵', '张臣秀', '王滢超']",办公自动化,2021-05-01,期刊,,110

基于主题图谱的网络舆情特征演化及其可视化分析,"['陈健瑶', '夏立新', '刘星月']",情报科学,2021-05-01,期刊,,754

面向知识问答系统的图情学术领域知识图谱构建：多源数据整合视角,"['张云中', '祝蕊']",情报科学,2021-05-01,期刊,1,651

视听翻译研究20年(2000—2019)——基于中外期刊的知识图谱分析与文献对比,"['傅敬民', '张开植']",中国外语,2021-05-01,期刊,1,563

热点、逻辑与趋势：党内政治生活研究——基于CNKI(1949～2020年)的文献计量分析,"['廖冲绪', '张曦']",邓小平研究,2021-05-01,期刊,,50

面向发动机装配过程的知识服务建模与推送研究,['洪乙达'],昆明理工大学,2021-05-01,硕士,,29

文献计量学视角下名义负利率研究领域成果及进展分析,['伍芝芸'],上海外国语大学,2021-05-01,硕士,,32

情报感知视域下网络舆情的情报工作流程构建研究,['王焱'],扬州大学,2021-05-01,硕士,,103

我国高血压运动干预热点与内容分析——基于CiteSpace知识图谱的可视化分析,['王振栋'],体育视野,2021-05-01,期刊,,11

风险事件驱动的企业知识服务模型及应用研究,"['杨波', '杨美芳']",情报理论与实践,2021-04-30,期刊,,372

国内外语教师课堂话语研究趋势与热点:基于CiteSpace的可视化分析,"['周强', '佟祉岳']",长春大学学报,2021-04-30,期刊,,407

基于CiteSpace计量的我国体医融合研究热点与演化趋势分析,['董宏'],南京体育学院学报,2021-04-30,期刊,,617

title,authors,source,date,database,quote,download

基于共词分析的国内文本挖掘研究,"['宋卓远', '阚乾超', '赵凯', '陈镱尹', '杨云帆', '', '杨秀璋', '罗子江']",图书馆学刊,2021-04-30,期刊,,524

数字记忆视角下重大社会事件档案知识图谱开发——以中山大学抗疫专题档案为例,"['舒忠梅', '张萍', '李小霞', '张珊瑜', '周纯', '', '刘一凡']",浙江档案,2021-04-30,期刊,,396

基于CiteSpace的中国客家文化领域知识图谱研究,"['曹小琴', '陈嘉鸿', '许芳婷']",湖南包装,2021-04-30,期刊,,88

国内装备采购研究现状与趋势研究——基于CiteSpace知识图谱软件的可视化分析,"['马惠军', '陆宇', '周飞']",国防科技,2021-04-30,期刊,,63

乡村振兴研究的热点与展望——基于CSSCI期刊的可视化分析,['陈禹舟'],普洱学院学报,2021-04-30,期刊,,73

基于知识图谱的中国高尔夫产业研究现状与发展趋势分析,"['徐俊玲', '宋鑫玉', '余彦洲', '吴军']",科技促进发展,2021-04-29,期刊,,556

基于CiteSpace的高校有关疫情研究知识图谱分析,['张孟娟'],大学教育,2021-04-29,期刊,,330

基于CNKI核心期刊(2010-2019年)的校园足球研究可视化分析,"['关朝阳', '韩奇峰']",体育科技文献通报,2021-04-29,期刊,,294

国外跆拳道运动研究的知识图谱分析,['严伊苹'],体育科技文献通报,2021-04-29,期刊,,132

国外老年移民心理健康研究热点及启示——基于BibExcel知识图谱软件的量化分析,"['李玲', '张一敏', '余雨枫', '刘旭艳', '王镜美']",中国老年学杂志,2021-04-29,期刊,,390

中国图书情报档案领域智能技术研究演化分析——基于CiteSpace,"['张敬', '朱相丽']",科学观察,2021-04-28,期刊,1,471

脓毒症科学计量学图谱特征,[''],中华危重病急救医学,2021-04-28,期刊,,4

"""和平方舟""号医院船医疗服务研究现状和热点探析",[],中华航海医学与高气压医学杂志,2021-04-28,期刊,,

国内波动率预测的知识图谱研究,['王翔'],现代商业,2021-04-28,期刊,,119

贵州体育研究的热点及发展趋势探析,"['王薇', '刘学鑫', '董涛']",贵州师范学院学报,2021-04-28,期刊,,104

国内外主题公园研究知识图谱分析,['张冬冬'],武汉商学院学报,2021-04-28,期刊,,296

我国高校辅导员职业化发展研究进展及现状——基于CNKI(2006—2019年)文献计量分析,"['刘君娣', '杨睿哲']",高校辅导员学刊,2021-04-28,期刊,1,219

国际视域下数字图书馆研究的现状分析——基于WOS核心合集数据库的文献计量分析,"['孙宗缘', '马秀峰']",山东图书馆学刊,2021-04-28,期刊,,103

基于CiteSpace的中医药治疗咳嗽变异性哮喘可视化分析,"['柳斌', '常玉欣', '刘璐佳', '于海洋', '王少杰', '', '王有鹏']",中医药导报,2021-04-28,期刊,,295

海量知识图谱分布式管理与查询技术,['李彭伟'],指挥信息系统与技术,2021-04-28,期刊,,52

title,authors,source,date,database,quote,download

近五年我国幼儿园食育研究现状解析与发展趋势——基于CiteSpace的文献计量可视化分析,"['李娅', '卢清']",教育观察,2021-04-28,期刊,,264

基于CiteSpace的肝郁脾虚证候诊断标准知识图谱可视化分析,"['田元祥', '刘莎莎', '周新宇', '秦义', '刘雅儒', '', '董玉山']",世界科学技术-中医药现代化,2021-04-27,期刊,,394

甘草酸的文献计量学分析与可视化,[],天津中医药,2021-04-27,期刊,,131

我国产业创新的知识图谱可视化研究,"['赵维良', '姜杰']",中国集体经济,2021-04-27,期刊,,109

基于知识图谱的创新人才培养研究可视化分析,"['倪秋萍', '唐远翔']",宜宾学院学报,2021-04-26,期刊,,157

组织认同的研究热点及趋势探析——基于CSSCI期刊的可视化分析,"['李正东', '尹海燕']",中国人事科学,2021-04-26,期刊,,329

网络时代国内高校教学方法研究的热点与趋势——基于CiteSpace的量化研究,"['王珊', '徐昱']",北京印刷学院学报,2021-04-26,期刊,,96

我国高校第二课堂研究的发展脉络与趋势(1983—2020年)——基于CiteSpace知识图谱的分析,"['计连月', '谭勇', '杨少龙']",昆明理工大学学报(社会科学版),2021-04-26,期刊,3,466

基于VOSviewer的2015—2020年国内职业卫生研究文献分析,['袁茂阳'],职业卫生与应急救援,2021-04-26,期刊,,287

基于Citespace的保障性住房研究知识图谱分析,"['赵丽洁', '张春阳']",智能建筑与智慧城市,2021-04-25,期刊,,109

基于CiteSpace的国内网络购物研究可视化分析,"['陶蕊', '杨宇']",科技创业月刊,2021-04-25,期刊,,102

基于文献计量的科技人才评价研究,"['李安丽', '曲磊', '刘伟']",图书情报导刊,2021-04-25,期刊,,269

中国语境下生计方式研究的知识图谱可视化分析,"['王学蕾', '秦兆祥']",特区经济,2021-04-25,期刊,,53

知识图谱研究综述,"['刘燕', '贾志杰', '闫利华', '邹妍']",赤峰学院学报(自然科学版),2021-04-25,期刊,,1384

基于知识图谱的国家资格框架热点研究,"['陈惠娥', '李捷']",电脑知识与技术,2021-04-25,期刊,1,38

基于CiteSpace的焦虑障碍与基因关系的知识图谱分析,"['武颖', '杨文潇']",国际精神病学杂志,2021-04-25,期刊,1,133

国内数学史与数学教育研究的热点与趋势——基于CiteSpace的知识图谱分析,"['张雁冰', '邓翰香', '张冬莉']",内江师范学院学报,2021-04-25,期刊,1,389

国内构式语法研究的动态可视化分析(1999-2020):热点与趋势,"['马若宏', '杜敏']",齐齐哈尔大学学报(哲学社会科学版),2021-04-25,期刊,,335

园林垃圾资源化处理技术研究进展——基于Citespace和VOSViewer知识图谱分析,"['陈艳', '王香春', '蔡文婷', '伏凯', '张黎', '', '舒天楚']",环境卫生工程,2021-04-25,期刊,2,374

CiteSpace知识图谱可视化分析中医药治疗膝骨关节炎,"['尹梦碟', '杨春进', '王朝', '梁俏俏', '邱联群', '', '邓宏勇', '袁敏']",湖南中医药大学学报,2021-04-25,期刊,,296

title,authors,source,date,database,quote,download

废弃生物质水热转化技术研究热点与前沿态势分析:基于CiteSpace的大数据知识图谱分析,"['周朱梦', '李丹阳', '吴华山', '靳红梅']",生态与农村环境学报,2021-04-25,期刊,,280

近十年档案职业研究可视化分析,['寇冰'],城建档案,2021-04-25,期刊,,44

生物科学领域国家重点实验室论文产出及研究热点分析,"['全拓', '刘彬']",中国科学基金,2021-04-25,期刊,,200

高职院校课程思政研究现状与热点——基于知识图谱的可视化分析,['蒲梅'],重庆广播电视大学学报,2021-04-25,期刊,,113

基于文献计量分析的选择实验法研究现状及热点,"['张静娴', '詹佳欣', '曹辉']",海峡科技与产业,2021-04-25,期刊,,27

物流系统研究进展与前沿趋势分析——基于CSSCI的期刊计量分析,"['任利甜', '尚猛', '刘波', '王余萍']",现代信息科技,2021-04-25,期刊,,29

基于Neo4j的育儿知识图谱构建研究与实践,"['曾红艳', '韦昌法']",现代信息科技,2021-04-25,期刊,,83

军事系统科学领域文献计量分析,['卜凡彪'],现代信息科技,2021-04-25,期刊,,11

[Development and trends of real-world research based on bibliometric and knowledge map analysis].,[],,2021-04-25,外文期刊,,

我国校长领导力研究的热点与演进——基于2002—2019年CNKI文献的知识图谱分析,"['马丽', '刘华锦']",教育探索,2021-04-25,期刊,,234

人民币国际化研究的知识图谱可视化分析——基于CNKI数据,['王书雯'],中国市场,2021-04-23,期刊,1,344

基于CiteSpace的精准扶贫研究文献可视化分析,['闫兴昌'],洛阳师范学院学报,2021-04-23,期刊,1,242

基于文献计量的数字签名现状研究与热点分析,"['肖文芳', '张淑雯', '周闲', '陈昌平', '肖胜明']",科技资讯,2021-04-23,期刊,,13

基于知识图谱的高等教育思想领域热点研究及应用,['孙燕超'],科技资讯,2021-04-23,期刊,,25

近二十年我国中等职业教育研究知识图谱分析,"['杨斌', '钟雯', '黄孝山']",高等继续教育学报,2021-04-23,期刊,1,174

21世纪以来我国学前教育研究的热点领域和前沿主题——基于44种CSSCI来源期刊的知识图谱分析,"['冯靖', '辛洁', '王巧英']",早期教育,2021-04-22,期刊,,210

花儿研究的基本态势与热点问题的知识图谱——基于1999-2019年计量可视化分析,"['林继富', '王祺']",青海民族大学学报(社会科学版),2021-04-21,期刊,,176

基于知识图谱的国内职业教育改革现状分析,"['王勇', '宋增禄', '陈亚琳', '杨战民']",职业技术,2021-04-21,期刊,1,158

21世纪以来我国农村家庭教育研究热点及未来发展趋势——基于对837篇文献的可视化分析,"['李涛', '路欣欣', '姜辉']",教育观察,2021-04-21,期刊,,298

大规模中国历代存世典籍知识图谱构建研究,"['欧阳剑', '梁珠芳', '任树怀']",图书情报工作,2021-04-20,期刊,,508

title,authors,source,date,database,quote,download

基于CiteSpace的我国中学生物学教科书研究热点及趋势分析,"['高金秋', '丛建民', '孔娜', '沈会敏', '牛亚玲', '', '张志玉', '张玉娜']",白城师范学院学报,2021-04-20,期刊,,145

基于CNKI的枸杞属植物果实多糖研究的知识图谱分析,"['曲伟', '魏欣', '肖鹏']",北京联合大学学报,2021-04-20,期刊,,100

基于CiteSpace的国土资源“一张图”知识图谱分析,"['刘广禹', '陈瑶瑶', '王娇']",国土资源信息化,2021-04-20,期刊,,76

畅想、忧虑与反思：新闻传播学视阈下的算法研究,['王晨阳'],北方传媒研究,2021-04-20,期刊,,258

基于知识图谱的乡村环境治理研究进展与趋势,['张杰'],三晋基层治理,2021-04-20,期刊,,81

国内青年文化研究的可视化分析(2000—2020):热点与趋势,"['马若宏', '王跃平']",文化学刊,2021-04-20,期刊,,284

大学生心理健康教育研究知识图谱分析——基于CSSCI数据库,"['许佳跃', '孙亚楠']",南京理工大学学报(社会科学版),2021-04-20,期刊,,257

NB-IoT物联网技术文献的知识图谱分析,"['吴逸豪', '姚文沁', '刘俊婉']",物联网技术,2021-04-20,期刊,,273

基于知识图谱的国内外学习型社会对比研究,"['陈冬纯', '陈燕霞']",湖北广播电视大学学报,2021-04-20,期刊,,99

基于KCI数据的韩国图书情报学科研究热点和前沿分析,"['周云峰', '杨国立', '汪满容']",新世纪图书馆,2021-04-20,期刊,,157

我国人畜共患病研究的现状及热点分析——基于2000—2019年CNKI期刊的文献计量,"['沈振锋', '夏雪']",黑龙江畜牧兽医,2021-04-20,期刊,,187

基于文献计量学的国内外药房自动化设备研究比较,"['申玲玲', '贡雪芃', '杜光', '汤莹', '陈炜', '', '袁龙']",中国药业,2021-04-20,期刊,,106

近年国内外健康教育研究现状、热点及趋势的可视化分析,"['胡媚', '齐宇飞']",中国健康教育,2021-04-20,期刊,,369

近十二年中国广告研究的动态与前沿——基于CiteSpace的知识图谱分析,['尤良洁'],东南传播,2021-04-20,期刊,2,159

中国一流学科领域的研究特征与趋势——基于CiteSpace的知识图谱分析,"['伍国勇', '李浩鑫', '张欣']",中国高校科技,2021-04-20,期刊,,310

我国职业教育第三方评价研究热点与未来展望——基于CiteSpace知识图谱分析,['廖喜凤'],高等职业教育(天津职业大学学报),2021-04-20,期刊,,114

基于知识图谱分析的景观审美研究文献综述及展望,"['方雅楠', '曾坚', '艾合麦提·那麦提']",景观设计,2021-04-20,期刊,,169

山东大学易学古籍数据库建设的实践与思考,['刘大钧'],周易研究,2021-04-20,期刊,,158

中国人才管理研究知识图谱——基于CNKI(1979～2019年)的文献计量,"['李作学', '张传旺', '杨凤田']",科学管理研究,2021-04-20,期刊,,243

近十年我国幼儿家庭与社区教育研究的热点领域及趋势展望——基于CiteSpace的知识图谱分析,"['郭茜', '邵小佩']",幼儿教育,2021-04-20,期刊,,98

title,authors,source,date,database,quote,download

中外体育与健康课程研究热点与趋势——基于Citespace的图谱量化分析,"['杨华', '王乐军']",第一届陕西省体育科学论文报告会优秀论文集,2021-04-19,中国会议,,168

基于知识图谱对国外跑步经济性的研究与热点分析,"['吴慧敏', '魏宏文']",第一届陕西省体育科学论文报告会优秀论文集,2021-04-19,中国会议,,95

近20年我国竞技体育后备人才培养研究进展——基于知识图谱的可视化分析,"['汪嘉琦', '何东']",第一届陕西省体育科学论文报告会优秀论文集,2021-04-19,中国会议,,159

国内政府公信力研究的动态演进与前沿热点——基于2001—2020年544篇CNKI期刊文献的计量分析,"['王作宝', '张永高', '郭河生']",内蒙古农业大学学报(社会科学版),2021-04-19,期刊,,458

2000—2020年我国镉吸附-解吸的文献计量研究——基于CiteSpace的计量分析,"['何雪', '李威', '刘克']",安徽农业科学,2021-04-18,期刊,,98

构建知识图谱  实现知识融合——评《知识图谱》,"['杜睿山', '陈寰宇']",山西财经大学学报,2021-04-16,期刊,,199

近十年手法治疗神经根型颈椎病的CiteSpace知识图谱可视化分析,"['朱立国', '韩涛', '魏戌', '于杰', '冯敏山', '', '王尚全', '陈明', '展嘉文', '尹逊路', '王旭', '方圣杰']",中医杂志,2021-04-16,期刊,1,886

面向战略绩效评估的领域知识图谱框架研究,[],第三届体系工程学术会议论文集——复杂系统与体系工程管理,2021-04-16,中国会议,,11

面向知识图谱构建全流程的质量评估框架,[],第三届体系工程学术会议论文集——复杂系统与体系工程管理,2021-04-16,中国会议,,28

农村公共服务研究的现状、热点与趋势——基于CiteSpace可视化视角,"['周恩毅', '王海娜']",科技与经济,2021-04-15,期刊,,268

复杂网络应用研究的文献计量与议题分析,"['陈亮', '谢洪明', '朱卓越']",科技与经济,2021-04-15,期刊,,107

我国中小学信息技术课堂评价研究的可视化分析,"['王月', '唐章蔚']",林区教学,2021-04-15,期刊,,185

基于知识图谱的国内外城市承载力研究对比,"['徐伟', '杜萌']",国土资源科技管理,2021-04-15,期刊,,84

基于知识图谱的国内公共卫生事件综述,['张莉'],办公自动化,2021-04-15,期刊,,131

基于知识图谱的国际防疫研究述评,"['问延安', '方錄']",重庆交通大学学报(社会科学版),2021-04-15,期刊,,138

口译员角色研究科学知识图谱分析(1999—2019),"['李陆婷', '高彬']",东方翻译,2021-04-15,期刊,,166

基于文献分析的青少年冒险行为研究,"['侯彦斌', '杨斌芳', '杨强兵']",甘肃高师学报,2021-04-15,期刊,,124

知识图谱视域下贵州少数民族文化影像资源模型构建,"['王蕾', '陈鹏飞']",贵阳学院学报(社会科学版),2021-04-15,期刊,,74

基于知识图谱的中药产业研究回顾与展望,"['刘柳', '丰志培']",皖西学院学报,2021-04-15,期刊,,180

国际体育治理研究热点透析——基于CiteSpace知识图谱量化研究,"['费晓艳', '蔡俊', '万一春']",皖西学院学报,2021-04-15,期刊,,68

title,authors,source,date,database,quote,download

近20年我国海水淡化技术研究成果的文献计量研究,"['杨志宏', '黄鹏飞', '汪程鹏', '田林', '张尊良', '', '王晓丽', '单科', '蒋立东']",盐科学与化工,2021-04-15,期刊,1,462

近十年来国内图书馆领域知识产权前沿演进与趋势分析,"['王洪娟', '赵军成']",河南图书馆学刊,2021-04-15,期刊,,88

赫哲族非物质文化遗产保护的研究现状与建议——基于知识图谱的分析,"['赵栩莹', '王云庆']",佳木斯大学社会科学学报,2021-04-15,期刊,,105

范钦生平知识图谱构建与应用,"['郑薇薇', '黄刚']",江西科学,2021-04-15,期刊,,136

我国尿素行业研究知识图谱分析,['郭和刚'],化工设计,2021-04-15,期刊,,111

